Year,Hour,Day Week Description,Normal,Baseline,Difference
2014,16,Tuesday,157,73,-84
2014,17,Tuesday,197,72,-125
2014,18,Tuesday,154,56,-98
2014,19,Tuesday,75,31,-44
2014,20,Tuesday,52,24,-28
2014,21,Tuesday,35,24,-11
2014,22,Tuesday,41,16,-25
2014,23,Tuesday,31,11,-20
2014,0,Wednesday,23,13,-10
2014,1,Wednesday,12,12,0
2014,2,Wednesday,12,10,-2
2014,3,Wednesday,18,7,-11
2014,4,Wednesday,9,5,-4
2014,5,Wednesday,25,16,-9
2014,6,Wednesday,63,35,-28
2014,7,Wednesday,116,42,-74
2014,8,Wednesday,187,70,-117
2014,9,Wednesday,130,28,-102
2014,10,Wednesday,97,51,-46
2014,11,Wednesday,119,41,-78
2014,12,Wednesday,96,61,-35
2014,13,Wednesday,119,53,-66
2014,14,Wednesday,121,59,-62
2014,15,Wednesday,181,75,-106
2014,16,Wednesday,185,68,-117
2014,17,Wednesday,201,80,-121
2014,18,Wednesday,182,58,-124
2014,19,Wednesday,80,30,-50
2014,20,Wednesday,64,25,-39
2014,21,Wednesday,56,25,-31
2014,22,Wednesday,54,19,-35
2014,23,Wednesday,40,15,-25
2014,0,Thursday,23,8,-15
2014,1,Thursday,9,6,-3
2014,2,Thursday,19,7,-12
2014,3,Thursday,15,2,-13
2014,4,Thursday,14,7,-7
2014,5,Thursday,22,20,-2
2014,6,Thursday,63,40,-23
2014,7,Thursday,120,55,-65
2014,8,Thursday,187,66,-121
2014,9,Thursday,118,39,-79
2014,10,Thursday,99,65,-34
2014,11,Thursday,116,44,-72
2014,12,Thursday,115,59,-56
2014,13,Thursday,118,55,-63
2014,14,Thursday,109,63,-46
2014,15,Thursday,182,88,-94
2014,16,Thursday,190,90,-100
2014,17,Thursday,204,78,-126
2014,18,Thursday,173,47,-126
2014,19,Thursday,92,36,-56
2014,20,Thursday,62,27,-35
2014,21,Thursday,62,35,-27
2014,22,Thursday,48,18,-30
2014,23,Thursday,27,16,-11
2014,0,Friday,32,3,-29
2014,1,Friday,15,2,-13
2014,2,Friday,16,2,-14
2014,3,Friday,12,5,-7
2014,4,Friday,18,8,-10
2014,5,Friday,30,15,-15
2014,6,Friday,57,47,-10
2014,7,Friday,90,35,-55
2014,8,Friday,139,42,-97
2014,9,Friday,114,50,-64
2014,10,Friday,110,61,-49
2014,11,Friday,118,39,-79
2014,12,Friday,133,63,-70
2014,13,Friday,97,60,-37
2014,14,Friday,134,77,-57
2014,15,Friday,185,71,-114
2014,16,Friday,200,88,-112
2014,17,Friday,192,74,-118
2014,18,Friday,159,65,-94
2014,19,Friday,104,40,-64
2014,20,Friday,63,36,-27
2014,21,Friday,79,34,-45
2014,22,Friday,58,25,-33
2014,23,Friday,55,21,-34
2014,0,Saturday,48,15,-33
2014,1,Saturday,41,16,-25
2014,2,Saturday,26,7,-19
2014,3,Saturday,35,9,-26
2014,4,Saturday,20,5,-15
2014,5,Saturday,19,6,-13
2014,6,Saturday,40,16,-24
2014,7,Saturday,39,29,-10
2014,8,Saturday,73,40,-33
2014,9,Saturday,105,42,-63
2014,10,Saturday,129,61,-68
2014,11,Saturday,167,75,-92
2014,12,Saturday,201,61,-140
2014,13,Saturday,161,67,-94
2014,14,Saturday,156,60,-96
2014,15,Saturday,145,73,-72
2014,16,Saturday,129,65,-64
2014,17,Saturday,152,61,-91
2014,18,Saturday,106,52,-54
2014,19,Saturday,87,43,-44
2014,20,Saturday,69,31,-38
2014,21,Saturday,64,28,-36
2014,22,Saturday,47,25,-22
2014,23,Saturday,55,13,-42
2014,0,Sunday,55,15,-40
2014,1,Sunday,44,11,-33
2014,2,Sunday,29,7,-22
2014,3,Sunday,42,9,-33
2014,4,Sunday,24,7,-17
2014,5,Sunday,27,7,-20
2014,6,Sunday,28,8,-20
2014,7,Sunday,39,9,-30
2014,8,Sunday,50,24,-26
2014,9,Sunday,75,30,-45
2014,10,Sunday,114,45,-69
2014,11,Sunday,126,53,-73
2014,12,Sunday,165,76,-89
2014,13,Sunday,141,59,-82
2014,14,Sunday,133,46,-87
2014,15,Sunday,145,60,-85
2014,16,Sunday,139,56,-83
2014,17,Sunday,110,45,-65
2014,18,Sunday,112,47,-65
2014,19,Sunday,88,34,-54
2014,20,Sunday,53,15,-38
2014,21,Sunday,53,27,-26
2014,22,Sunday,48,23,-25
2014,23,Sunday,22,12,-10
2013,0,Monday,24,10,-14
2013,1,Monday,13,5,-8
2013,2,Monday,14,1,-13
2013,3,Monday,9,8,-1
2013,4,Monday,13,8,-5
2013,5,Monday,16,15,-1
2013,6,Monday,61,24,-37
2013,7,Monday,107,39,-68
2013,8,Monday,149,51,-98
2013,9,Monday,110,42,-68
2013,10,Monday,92,42,-50
2013,11,Monday,109,37,-72
2013,12,Monday,105,39,-66
2013,13,Monday,112,48,-64
2013,14,Monday,123,50,-73
2013,15,Monday,160,77,-83
2013,16,Monday,174,56,-118
2013,17,Monday,153,68,-85
2013,18,Monday,136,46,-90
2013,19,Monday,76,24,-52
2013,20,Monday,52,17,-35
2013,21,Monday,47,17,-30
2013,22,Monday,44,11,-33
2013,23,Monday,23,11,-12
2013,0,Tuesday,19,8,-11
2013,1,Tuesday,13,6,-7
2013,2,Tuesday,12,4,-8
2013,3,Tuesday,10,9,-1
2013,4,Tuesday,11,8,-3
2013,5,Tuesday,22,16,-6
2013,6,Tuesday,76,33,-43
2013,7,Tuesday,117,50,-67
2013,8,Tuesday,177,53,-124
2013,9,Tuesday,108,54,-54
2013,10,Tuesday,87,42,-45
2013,11,Tuesday,122,52,-70
2013,12,Tuesday,85,49,-36
2013,13,Tuesday,112,43,-69
2013,14,Tuesday,107,54,-53
2013,15,Tuesday,182,69,-113
2013,16,Tuesday,194,73,-121
2013,17,Tuesday,205,72,-133
2013,18,Tuesday,153,56,-97
2013,19,Tuesday,80,31,-49
2013,20,Tuesday,63,24,-39
2013,21,Tuesday,50,24,-26
2013,22,Tuesday,48,16,-32
2013,23,Tuesday,34,11,-23
2013,0,Wednesday,24,13,-11
2013,1,Wednesday,17,12,-5
2013,2,Wednesday,10,10,0
2013,3,Wednesday,8,7,-1
2013,4,Wednesday,14,5,-9
2013,5,Wednesday,22,16,-6
2013,6,Wednesday,66,35,-31
2013,7,Wednesday,95,42,-53
2013,8,Wednesday,201,70,-131
2013,9,Wednesday,114,28,-86
2013,10,Wednesday,93,51,-42
2013,11,Wednesday,94,41,-53
2013,12,Wednesday,117,61,-56
2013,13,Wednesday,115,53,-62
2013,14,Wednesday,104,59,-45
2013,15,Wednesday,143,75,-68
2013,16,Wednesday,175,68,-107
2013,17,Wednesday,199,80,-119
2013,18,Wednesday,156,58,-98
2013,19,Wednesday,107,30,-77
2013,20,Wednesday,64,25,-39
2013,21,Wednesday,50,25,-25
2013,22,Wednesday,52,19,-33
2013,23,Wednesday,32,15,-17
2013,0,Thursday,11,8,-3
2013,1,Thursday,20,6,-14
2013,2,Thursday,11,7,-4
2013,3,Thursday,9,2,-7
2013,4,Thursday,15,7,-8
2013,5,Thursday,24,20,-4
2013,6,Thursday,69,40,-29
2013,7,Thursday,96,55,-41
2013,8,Thursday,173,66,-107
2013,9,Thursday,111,39,-72
2013,10,Thursday,110,65,-45
2013,11,Thursday,129,44,-85
2013,12,Thursday,113,59,-54
2013,13,Thursday,121,55,-66
2013,14,Thursday,125,63,-62
2013,15,Thursday,158,88,-70
2013,16,Thursday,159,90,-69
2013,17,Thursday,193,78,-115
2013,18,Thursday,181,47,-134
2013,19,Thursday,86,36,-50
2013,20,Thursday,58,27,-31
2013,21,Thursday,73,35,-38
2013,22,Thursday,44,18,-26
2013,23,Thursday,28,16,-12
2013,0,Friday,22,3,-19
2013,1,Friday,15,2,-13
2013,2,Friday,23,2,-21
2013,3,Friday,15,5,-10
2013,4,Friday,17,8,-9
2013,5,Friday,30,15,-15
2013,6,Friday,64,47,-17
2013,7,Friday,92,35,-57
2013,8,Friday,134,42,-92
2013,9,Friday,125,50,-75
2013,10,Friday,106,61,-45
2013,11,Friday,121,39,-82
2013,12,Friday,128,63,-65
2013,13,Friday,112,60,-52
2013,14,Friday,134,77,-57
2013,15,Friday,180,71,-109
2013,16,Friday,181,88,-93
2013,17,Friday,177,74,-103
2013,18,Friday,160,65,-95
2013,19,Friday,99,40,-59
2013,20,Friday,67,36,-31
2013,21,Friday,69,34,-35
2013,22,Friday,65,25,-40
2013,23,Friday,60,21,-39
2013,0,Saturday,42,15,-27
2013,1,Saturday,42,16,-26
2013,2,Saturday,39,7,-32
2013,3,Saturday,27,9,-18
2013,4,Saturday,17,5,-12
2013,5,Saturday,22,6,-16
2013,6,Saturday,23,16,-7
2013,7,Saturday,52,29,-23
2013,8,Saturday,56,40,-16
2013,9,Saturday,91,42,-49
2013,10,Saturday,111,61,-50
2013,11,Saturday,153,75,-78
2013,12,Saturday,189,61,-128
2013,13,Saturday,147,67,-80
2013,14,Saturday,135,60,-75
2013,15,Saturday,152,73,-79
2013,16,Saturday,116,65,-51
2013,17,Saturday,118,61,-57
2013,18,Saturday,132,52,-80
2013,19,Saturday,78,43,-35
2013,20,Saturday,60,31,-29
2013,21,Saturday,63,28,-35
2013,22,Saturday,52,25,-27
2013,23,Saturday,63,13,-50
2013,0,Sunday,44,15,-29
2013,1,Sunday,47,11,-36
2013,2,Sunday,43,7,-36
2013,3,Sunday,26,9,-17
2013,4,Sunday,25,7,-18
2013,5,Sunday,18,7,-11
2013,6,Sunday,34,8,-26
2013,7,Sunday,30,9,-21
2013,8,Sunday,58,24,-34
2013,9,Sunday,80,30,-50
2013,10,Sunday,94,45,-49
2013,11,Sunday,131,53,-78
2013,12,Sunday,125,76,-49
2013,13,Sunday,131,59,-72
2013,14,Sunday,106,46,-60
2013,15,Sunday,114,60,-54
2013,16,Sunday,125,56,-69
2013,17,Sunday,106,45,-61
2013,18,Sunday,78,47,-31
2013,19,Sunday,68,34,-34
2013,20,Sunday,48,15,-33
2013,21,Sunday,48,27,-21
2013,22,Sunday,34,23,-11
2013,23,Sunday,22,12,-10
